utc,reference,event_id,user,details_json
2026-08-18T08:05:00Z,WS-FIN-01|Security|1010,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100a"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:05:30Z,WS-HR-02|Security|1011,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100b"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:06:00Z,WS-FIN-01|Security|1012,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100c"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:06:30Z,WS-HR-02|Security|1013,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100d"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:07:00Z,WS-FIN-01|Security|1014,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100e"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:07:30Z,WS-HR-02|Security|1015,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x100f"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:08:00Z,WS-FIN-01|Security|1016,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1010"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:08:30Z,WS-HR-02|Security|1017,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1011"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:09:00Z,WS-FIN-01|Security|1018,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1012"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:09:30Z,WS-HR-02|Security|1019,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1013"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:10:00Z,WS-FIN-01|Security|1020,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1014"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:10:30Z,WS-HR-02|Security|1021,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1015"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:11:00Z,WS-FIN-01|Security|1022,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1016"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:11:30Z,WS-HR-02|Security|1023,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1017"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:12:00Z,WS-FIN-01|Security|1024,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1018"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:12:30Z,WS-HR-02|Security|1025,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1019"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:13:00Z,WS-FIN-01|Security|1026,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101a"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:13:30Z,WS-HR-02|Security|1027,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101b"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:14:00Z,WS-FIN-01|Security|1028,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101c"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:14:30Z,WS-HR-02|Security|1029,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101d"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:15:00Z,WS-FIN-01|Security|1030,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101e"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:15:30Z,WS-HR-02|Security|1031,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x101f"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:16:00Z,WS-FIN-01|Security|1032,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1020"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:16:30Z,WS-HR-02|Security|1033,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1021"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:17:00Z,WS-FIN-01|Security|1034,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1022"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:17:30Z,WS-HR-02|Security|1035,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1023"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:18:00Z,WS-FIN-01|Security|1036,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1024"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:18:30Z,WS-HR-02|Security|1037,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1025"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:19:00Z,WS-FIN-01|Security|1038,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1026"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:19:30Z,WS-HR-02|Security|1039,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1027"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:20:00Z,WS-FIN-01|Security|1040,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1028"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
